work-id,section_num,page_url,section_title,section_url
,1.6.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Orthodox Affirmation: Twofold Demonstration,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-orthodox-affirmation-twofold-demonstration
,1.6.2.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. First Demonstration: Church Militant Always Existed in Old Testament,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-first-demonstration-church-militant-always-existed-in-old-testament
,1.6.2.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Second Demonstration: Same in Species with New Testament Church,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-second-demonstration-same-in-species-with-new-testament-church
,1.7,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM VII: Whether the Church Militant Is Rightly Distinguished into Those Only Called and Those Called and Elect?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-vii-whether-the-church-militant-is-rightly-distinguished-into-those-only-called-and-those-called-and-elect
,1.7.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Affirmative with Fourfold Proof,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-affirmative-with-fourfold-proof
,1.7.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Twofold Polemical Use of This Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-twofold-polemical-use-of-this-distinction
,1.8,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM VIII: In What Sense the Church of the Elect Is So Called?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-viii-in-what-sense-the-church-of-the-elect-is-so-called
,1.8.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Lutheran Distinction Between Specific and General Election,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-lutheran-distinction-between-specific-and-general-election
,1.8.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. Three Things to Be Noted and Corrected,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-three-things-to-be-noted-and-corrected
,1.8.2.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. First: Petition of Principle – Faulty Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-first-petition-of-principle-faulty-distinction
,1.8.2.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Second: Fallacy of Equivocation Concerning Perseverance,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-second-fallacy-of-equivocation-concerning-perseverance
,1.8.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,3. Third: Pelagian Assertion That Elect Can Fall Away,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#3-third-pelagian-assertion-that-elect-can-fall-away
,1.9,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM IX: How Is the Theological Axiom “Outside the Church There Is No Salvation” to Be Understood?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-ix-how-is-the-theological-axiom-outside-the-church-there-is-no-salvation-to-be-understood
,1.9.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Origin and Authority of the Axiom,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-origin-and-authority-of-the-axiom
,1.9.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Orthodox Sense Through Twofold Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-orthodox-sense-through-twofold-distinction
,1.9.2.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,"1. First Distinction: Valid of Catholic Church, Not Particular Church",https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-first-distinction-valid-of-catholic-church-not-particular-church
,1.9.2.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Second Distinction: Two Ways of Being Outside the Church,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-second-distinction-two-ways-of-being-outside-the-church
,1.9.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. Confirmation of the Axiom Thus Declared,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-confirmation-of-the-axiom-thus-declared
,1.10,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM X: Whether Individuals Are Bound to Join Themselves to the Visible Church and Cultivate Communion with It?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-x-whether-individuals-are-bound-to-join-themselves-to-the-visible-church-and-cultivate-communion-with-it
,1.10.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Libertine and Enthusiast Negation,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-libertine-and-enthusiast-negation
,1.10.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Orthodox Affirmation of External Conjunction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-orthodox-affirmation-of-external-conjunction
,1.10.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. Seven Reasons for the Necessity,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-seven-reasons-for-the-necessity
,1.11,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM XI: Whether Communion Is to Be Cultivated Even with an Erring or Disordered Church?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-xi-whether-communion-is-to-be-cultivated-even-with-an-erring-or-disordered-church
,1.11.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Magnitude and Use of This Problem,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-magnitude-and-use-of-this-problem
,1.11.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. Explanation Through Terms and Prudent Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-explanation-through-terms-and-prudent-distinction
,1.11.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. Errors in Doctrine Distinguished by Three Genera,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-errors-in-doctrine-distinguished-by-three-genera
,1.11.3.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. Errors in the Foundation: Directly Destroying It,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-errors-in-the-foundation-directly-destroying-it
,1.11.3.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Errors Concerning the Foundation: Indirectly Undermining It,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-errors-concerning-the-foundation-indirectly-undermining-it
,1.11.3.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,3. Errors Besides the Foundation: Curious Questions and Vain Strifes,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#3-errors-besides-the-foundation-curious-questions-and-vain-strifes
,1.11.4,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,D. Judgment Concerning Errors,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#d-judgment-concerning-errors
,1.11.4.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,"1. First Judgment: From Church Erring in Foundation, Depart Entirely",https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-first-judgment-from-church-erring-in-foundation-depart-entirely
,1.11.4.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,"2. Second Judgment: From Church Erring Concerning or Besides Foundation, Do Not Rashly Depart",https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-second-judgment-from-church-erring-concerning-or-besides-foundation-do-not-rashly-depart
,1.11.5,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,E. Judgment Concerning Disordered Church,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#e-judgment-concerning-disordered-church
,1.11.5.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. Concerning Less Decorous or Superstitious Rites,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-concerning-less-decorous-or-superstitious-rites
,1.11.5.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Concerning Remiss Discipline,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-concerning-remiss-discipline
,1.12,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM XII: Whether the Roman Church Today Is and Merits to Be Called the True Church of Christ?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-xii-whether-the-roman-church-today-is-and-merits-to-be-called-the-true-church-of-christ
,1.12.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Twofold Controversy Concerning Truth of Roman Church,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-twofold-controversy-concerning-truth-of-roman-church
,1.12.1.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. First Controversy: With Pontificals (Belongs to Polemical Theology),https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-first-controversy-with-pontificals-belongs-to-polemical-theology
,1.12.1.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Second Controversy: Among Orthodox Doctors,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-second-controversy-among-orthodox-doctors
,1.12.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. Arguments for the Affirmative Sentence,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-arguments-for-the-affirmative-sentence
,1.12.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. Arguments for the Negative Sentence,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-arguments-for-the-negative-sentence
,1.12.4,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,D. Twofold Ratio of Conciliation,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#d-twofold-ratio-of-conciliation
,1.12.4.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. First Ratio: From Subject – Distinction of Church Itself,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-first-ratio-from-subject-distinction-of-church-itself
,1.12.4.1.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,a. Collectively: In Assemblies Under Antichrist’s Tyranny,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-collectively-in-assemblies-under-antichrist-s-tyranny
,1.12.4.1.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,"b. Representatively: In Pope, Clergy, Antichristian Ministry",https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-representatively-in-pope-clergy-antichristian-ministry
,1.12.4.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Second Ratio: From Attribute – Distinction of Truth,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-second-ratio-from-attribute-distinction-of-truth
,1.12.5,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,E. Censure of Both Distinctions,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#e-censure-of-both-distinctions
,1.12.5.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. Censure of First Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-censure-of-first-distinction
,1.12.5.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Censure of Second Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-censure-of-second-distinction
,1.12.6,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,F. The Simpler and Sounder Sentence,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#f-the-simpler-and-sounder-sentence
,1.12.6.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. Statement: Roman Church Not True but False Church,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-statement-roman-church-not-true-but-false-church
,1.12.6.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Responses to Contrary Arguments,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-responses-to-contrary-arguments
,1.13,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM XIII: Whether the Reformed Churches Are Schismatic Because They Have Made Secession from the Roman Church Today?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-xiii-whether-the-reformed-churches-are-schismatic-because-they-have-made-secession-from-the-roman-church-today
,1.13.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Pontifical Calumny,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-pontifical-calumny
,1.13.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Orthodox Response: Causes of Secession Demonstrate Praiseworthiness,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-orthodox-response-causes-of-secession-demonstrate-praiseworthiness
,1.13.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. The Apologetic Syllogism,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-the-apologetic-syllogism
,1.14,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,PROBLEM XIV: Whether the Pious Under a Pontifical Persecuting Magistrate Can Institute and Foster Clandestine Ecclesiastical Assemblies?,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-xiv-whether-the-pious-under-a-pontifical-persecuting-magistrate-can-institute-and-foster-clandestine-ecclesiastical-assemblies
,1.14.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Importance and Difficulty of the Question,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-importance-and-difficulty-of-the-question
,1.14.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. Objections Against Clandestine Assemblies,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-objections-against-clandestine-assemblies
,1.14.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. The Orthodox Affirmation with Seven Reasons,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-the-orthodox-affirmation-with-seven-reasons
,1.14.4,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,D. Refutation of Objections,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#d-refutation-of-objections
,1.15,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,"PROBLEM XV: Why Do Some Orthodox Doctors Enumerate More, Others Fewer Marks of the Church?",https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-xv-why-do-some-orthodox-doctors-enumerate-more-others-fewer-marks-of-the-church
,1.15.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Discrepancy in Enumeration,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-discrepancy-in-enumeration
,1.15.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Cause of Discrepancy,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-cause-of-discrepancy
,1.15.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. Marks Taken Broadly and Strictly,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-marks-taken-broadly-and-strictly
,1.15.3.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. Broadly: Including Common and Quasi-Accidental,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-broadly-including-common-and-quasi-accidental
,1.15.3.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Strictly: Essential and Proper Only (Three Marks),https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-strictly-essential-and-proper-only-three-marks
,1.15.4,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,D. The Three Proper Marks Distinguished by Degree of Necessity,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#d-the-three-proper-marks-distinguished-by-degree-of-necessity
,1.15.4.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,1. Supreme Degree: Pure Preaching of Word,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#1-supreme-degree-pure-preaching-of-word
,1.15.4.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,2. Middle Degree: Legitimate Administration of Sacraments,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#2-middle-degree-legitimate-administration-of-sacraments
,1.15.4.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,3. Third Degree: Holy Discipline,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#3-third-degree-holy-discipline
,1.15.4.4,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,4. Proof of This Distinction of Degrees,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#4-proof-of-this-distinction-of-degrees
,1.16,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,"PROBLEM XVI: Whether the Marks of the Church Avail Among Believers Only, or Also Among Unbelievers?",https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#problem-xvi-whether-the-marks-of-the-church-avail-among-believers-only-or-also-among-unbelievers
,1.16.1,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,A. The Innovators’ Negation,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#a-the-innovators-negation
,1.16.2,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,B. The Orthodox Affirmation with Distinction,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#b-the-orthodox-affirmation-with-distinction
,1.16.3,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/,C. Demonstration of the Latter from Sayings and Reasons,https://confessionallyreformed.wordpress.com/2025/12/31/johann-heinrich-alting-c-1583-1644-on-the-church-4/#c-demonstration-of-the-latter-from-sayings-and-reasons
,1,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,THE FIFTH LOCUS CONCERNING CREATION,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#the-fifth-locusconcerningcreation
,1.1,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,INTRODUCTION: TRANSITION FROM DECREE TO EXECUTION OF GOD’S WORKS,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#introduction-transition-from-decree-to-execution-of-god-s-works
,1.1.1,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,A. Definition of the Works of Nature,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#a-definition-of-the-works-of-nature
,1.1.2,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,B. Definition of the Works of Creation,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#b-definition-of-the-works-of-creation
,1.2,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,EXEGESIS,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#exegesis
,1.3,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,I. THE TEMPORAL EXECUTION CORRESPONDING TO THE ETERNAL DECREE,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#i-the-temporal-execution-corresponding-to-the-eternal-decree
,1.4,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,II. THE DISTINCTION BETWEEN WORKS OF NATURE AND WORKS OF GRACE,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#ii-the-distinction-between-works-of-nature-and-works-of-grace
,1.5,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,III. CREATION AS THE FIRST WORK OF NATURE,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#iii-creation-as-the-first-work-of-nature
,1.5.1,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,A. Creation as Proper Knowledge and Appellation of the Church,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#a-creation-as-proper-knowledge-and-appellation-of-the-church
,1.5.2,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,B. The Homonymy of the Term “Creation”,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#b-the-homonymy-of-the-term-creation
,1.6,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/,IV. THE EFFICIENT CAUSE OF CREATION: GOD,https://confessionallyreformed.wordpress.com/2025/12/28/johann-heinrich-alting-c-1583-1644-on-creation/#iv-the-efficient-cause-of-creation-god
